time,temperature_2m_mean,temperature_2m_min,temperature_2m_max,wet_bulb_temperature_2m_mean,dew_point_2m_mean,relative_humidity_2m_mean,cloud_cover_mean,wind_speed_10m_mean,pressure_msl_mean,rain_binary,snow_binary
2025-11-26,0.8,-1.9,3.5,-0.1,-0.6,91,61,6.3,1018.2,0,0
2025-11-27,1.8,-1.8,4.2,-0.0,-1.5,80,88,12.0,1022.1,1,0
2025-11-28,4.4,3.2,6.1,3.2,2.6,88,100,12.2,1018.0,1,0
2025-11-29,5.9,4.4,7.1,5.1,4.8,93,100,11.9,1012.9,1,0
2025-11-30,6.4,4.6,7.6,5.4,5.0,91,100,12.1,1011.5,1,0
2025-12-01,2.3,-0.6,5.2,0.7,-0.5,82,66,10.3,1018.3,0,0
2025-12-02,3.1,-0.5,6.2,1.6,0.5,84,99,7.1,1014.2,0,0
2025-12-03,3.5,1.1,5.8,1.8,0.7,82,96,3.4,1014.2,0,0
2025-12-04,0.4,-2.0,2.8,-0.8,-1.7,86,74,3.9,1011.4,0,0
2025-12-05,1.2,-1.4,3.0,0.3,-0.1,91,95,5.2,1012.1,1,1
2025-12-06,4.1,2.0,6.3,3.0,2.5,90,92,14.0,1009.4,1,1
2025-12-07,7.7,6.2,9.4,6.9,6.5,92,78,15.4,1009.3,1,0
2025-12-08,11.2,8.9,13.2,10.3,9.9,92,84,19.5,1012.5,1,0
2025-12-09,10.9,9.4,12.2,9.8,9.2,89,100,14.8,1015.2,1,0
2025-12-10,9.5,8.1,10.3,8.5,8.2,92,88,15.4,1018.2,1,0
2025-12-11,6.3,2.2,9.0,5.4,5.0,92,43,10.5,1024.1,0,0
2025-12-12,4.5,1.1,6.8,3.8,3.5,93,85,4.4,1024.5,0,0
2025-12-13,6.2,5.4,7.1,5.6,5.4,95,100,10.0,1027.8,0,0
2025-12-14,5.1,3.8,5.8,4.0,3.5,89,100,8.7,1026.5,0,0
2025-12-15,4.2,1.5,7.2,2.9,2.1,87,35,7.7,1019.5,0,0
2025-12-16,1.6,-0.9,7.2,0.1,-1.1,83,56,4.3,1017.0,0,0
2025-12-17,1.7,-1.6,5.4,0.5,-0.2,88,38,8.0,1019.4,0,0
2025-12-18,6.5,3.3,9.7,5.2,4.5,87,97,15.1,1020.6,0,0
2025-12-19,8.3,6.5,10.4,6.1,4.6,78,86,14.4,1019.1,1,0
2025-12-20,6.9,6.1,7.8,6.5,6.5,98,100,7.4,1019.1,1,0
2025-12-21,4.7,3.3,7.3,4.2,4.1,96,98,11.6,1016.1,0,0
2025-12-22,2.9,2.2,3.2,2.2,1.8,93,99,19.8,1015.4,0,0
2025-12-23,1.2,-0.3,2.8,0.1,-0.7,87,99,21.1,1021.4,0,0
2025-12-24,-2.7,-6.1,-0.1,-4.4,-6.0,78,75,21.2,1032.2,0,0
2025-12-25,-6.3,-7.2,-4.2,-7.8,-9.6,77,48,20.6,1034.4,0,0
2025-12-26,-4.7,-7.4,-0.6,-6.1,-7.5,81,33,11.2,1034.1,0,0
2025-12-27,-2.8,-6.7,1.2,-4.0,-5.4,83,77,10.0,1032.7,0,0
2025-12-28,-1.7,-4.0,0.9,-2.2,-2.4,96,74,6.1,1031.7,0,0
2025-12-29,-0.7,-4.9,1.7,-1.1,-1.2,97,87,16.1,1023.1,1,0
2025-12-30,-1.5,-4.1,0.6,-2.8,-4.1,84,30,12.8,1025.9,1,1
2025-12-31,-0.9,-4.6,1.5,-1.5,-1.8,94,87,19.2,1020.7,1,1
2026-01-01,0.8,-0.2,1.5,-0.5,-1.4,86,100,24.7,1004.2,1,1
2026-01-02,-0.4,-1.5,0.9,-1.7,-2.6,85,92,25.9,995.0,1,1
2026-01-03,-1.6,-2.9,-0.8,-2.9,-3.8,85,91,22.2,1000.6,1,1
2026-01-04,-1.6,-3.0,-0.3,-2.9,-3.8,85,90,18.5,1007.6,1,1
2026-01-05,-4.1,-7.2,-2.0,-5.3,-6.3,84,51,12.2,1013.0,0,0
2026-01-06,-4.5,-7.0,-3.2,-5.5,-6.1,89,95,9.1,1016.2,1,1
2026-01-07,-5.5,-7.1,-3.7,-6.7,-7.8,84,59,11.2,1013.9,1,1
2026-01-08,-2.2,-5.2,-0.2,-3.2,-3.8,89,80,9.9,1008.1,1,1
2026-01-09,-0.2,-1.9,1.3,-0.7,-0.9,94,100,15.9,994.8,1,1
2026-01-10,-6.8,-10.6,0.0,-7.9,-8.9,84,79,15.4,1009.3,1,1
2026-01-11,-9.4,-12.6,-6.7,-10.0,-10.5,92,84,6.8,1025.8,0,0
2026-01-12,-2.3,-10.8,2.2,-3.3,-4.1,88,99,7.3,1015.6,1,1
2026-01-13,3.6,2.7,5.6,3.0,2.7,94,99,11.2,1012.4,1,0
2026-01-14,4.2,1.1,6.0,3.7,3.6,96,100,13.1,1013.4,1,0
2026-01-15,5.1,2.3,8.6,4.5,4.3,95,86,10.6,1014.5,1,0
2026-01-16,4.7,-0.5,9.1,3.1,2.0,83,72,10.2,1016.3,0,0
2026-01-17,-0.1,-2.5,3.3,-0.7,-1.0,93,75,6.2,1022.1,0,0
2026-01-18,0.0,-2.8,3.2,-0.8,-1.3,91,57,11.0,1024.3,0,0
2026-01-19,-1.4,-3.8,4.3,-3.2,-5.1,77,0,7.5,1022.4,0,0
2026-01-20,-1.4,-5.8,5.6,-3.7,-6.7,70,1,4.0,1020.2,0,0
2026-01-21,-1.3,-4.5,5.3,-3.9,-7.4,66,1,4.0,1009.1,0,0
2026-01-22,-3.8,-6.8,0.1,-5.7,-7.8,75,0,8.3,1001.5,0,0
2026-01-23,-5.3,-7.6,-3.0,-6.9,-8.9,77,70,12.7,1002.5,0,0
2026-01-24,-4.4,-6.0,-2.7,-5.5,-6.4,86,97,14.3,1006.2,1,1
2026-01-25,-2.3,-3.4,-1.0,-3.1,-3.6,91,100,14.6,1002.5,1,1
2026-01-26,-2.4,-3.5,-1.1,-3.0,-3.2,94,100,9.7,998.6,1,1
2026-01-27,-1.1,-1.6,-0.2,-1.6,-1.8,96,100,11.3,1001.8,1,1
2026-01-28,-1.6,-2.1,-1.2,-2.1,-2.3,95,100,17.6,998.0,1,1
2026-01-29,-2.5,-2.9,-2.2,-3.2,-3.5,93,100,14.2,1001.7,1,1
2026-01-30,-2.2,-3.1,-1.1,-2.6,-2.8,96,100,11.8,1003.1,1,1
2026-01-31,-1.2,-2.8,0.3,-1.7,-1.8,96,98,13.7,1007.3,0,0
2026-02-01,-3.7,-4.7,-2.3,-4.4,-4.8,92,100,12.7,1012.4,1,0
2026-02-02,-5.1,-6.7,-3.7,-5.9,-6.4,91,100,16.2,1009.0,0,0
2026-02-03,-5.4,-7.3,-4.0,-6.2,-6.7,91,100,19.5,1006.5,1,1
2026-02-04,-2.6,-5.1,-0.2,-3.4,-3.8,92,94,14.2,1003.6,1,1
2026-02-05,-1.9,-4.1,0.6,-2.6,-2.8,94,99,11.7,996.2,1,1
